PFA_Name,Year,IMD_Score,Police_Count,Crime_Count,Alpha_i,B_i,Beta_i,Sigma_i,Spillover_Force,E_Prime_Monthly_Snapshot
Humberside,2022,60.47984100121401,2162,49767.0,0.006047984100121402,52.418868953221164,0.12381584802180948,0.0369440543837566,322.50817166963094,134.82288514337506
Humberside,2023,60.47984100121401,2295,52104.0,0.006047984100121402,52.418868953221164,0.12381584802180948,0.0369440543837566,323.29626139448135,264.086181886444
Humberside,2024,60.47984100121401,2272,49463.0,0.006047984100121402,52.418868953221164,0.12381584802180948,0.0369440543837566,318.1413315582739,65.8549594008299
Humberside,2025,60.47984100121401,2284,47460.0,0.006047984100121402,52.418868953221164,0.12381584802180948,0.0369440543837566,318.36819909066,59.888723975130446
Kent,2021,55.51723561371496,3880,127153.0,0.005551723561371496,54.22519938628844,0.2500915371788311,0.11328466638127774,1279.067604181651,-1591.9448263299719
Kent,2022,55.51723561371496,4005,111245.0,0.005551723561371496,54.22519938628844,0.2500915371788311,0.11328466638127774,1167.711319230887,1164.9789111309483
Kent,2023,55.51723561371496,4167,104661.0,0.005551723561371496,54.22519938628844,0.2500915371788311,0.11328466638127774,1131.3997282053572,1089.098090512201
Kent,2024,55.51723561371496,4168,97367.0,0.005551723561371496,54.22519938628844,0.2500915371788311,0.11328466638127774,1128.8962822532471,-1250.8740621090833
Kent,2025,55.51723561371496,4167,98272.0,0.005551723561371496,54.22519938628844,0.2500915371788311,0.11328466638127774,1174.511318753814,-415.15910575204725
Lancashire,2021,60.162611531893084,3239,143994.0,0.006016261153189309,67.4156475836573,0.17622635947682116,0.11102933626239057,417.75341164882053,-1372.7826458307693
Lancashire,2022,60.162611531893084,3321,121488.0,0.006016261153189309,67.4156475836573,0.17622635947682116,0.11102933626239057,400.0475189001821,-181.49492874131647
Lancashire,2023,60.162611531893084,3567,110429.0,0.006016261153189309,67.4156475836573,0.17622635947682116,0.11102933626239057,376.97178401398014,-1427.1477643387802
Lancashire,2024,60.162611531893084,3569,113555.0,0.006016261153189309,67.4156475836573,0.17622635947682116,0.11102933626239057,352.683432625217,-1027.576751355533
Lancashire,2025,60.162611531893084,3606,115845.0,0.006016261153189309,67.4156475836573,0.17622635947682116,0.11102933626239057,353.23604844571037,-1412.9113504072898
Leicestershire,2021,42.290760292721075,2252,48939.0,0.004229076029272107,23.605578626921908,0.07589136975535955,0.03421900509348746,271.66126110692005,259.4451726612992
Leicestershire,2022,42.290760292721075,2282,53620.0,0.004229076029272107,23.605578626921908,0.07589136975535955,0.03421900509348746,249.17902881624957,195.2712702916504
Leicestershire,2023,42.290760292721075,2267,50616.0,0.004229076029272107,23.605578626921908,0.07589136975535955,0.03421900509348746,242.2149516129486,-71.58296355985283
Leicestershire,2024,42.290760292721075,2247,50666.0,0.004229076029272107,23.605578626921908,0.07589136975535955,0.03421900509348746,236.2553344796035,304.47356567420013
Leicestershire,2025,42.290760292721075,2267,52021.0,0.004229076029272107,23.605578626921908,0.07589136975535955,0.03421900509348746,241.23332280699583,314.6464519900735
Lincolnshire,2021,59.016483508756906,1133,42056.0,0.005901648350875691,26.936253632531468,0.12070703318393661,0.055972632981138984,266.6874921673295,-4.0454531850589035
Lincolnshire,2022,59.016483508756906,1167,39073.0,0.005901648350875691,26.936253632531468,0.12070703318393661,0.055972632981138984,250.6994797123837,-384.50467778609686
Lincolnshire,2023,59.016483508756906,1209,36068.0,0.005901648350875691,26.936253632531468,0.12070703318393661,0.055972632981138984,249.78508167931966,-347.5034269545236
Lincolnshire,2024,59.016483508756906,1205,40303.0,0.005901648350875691,26.936253632531468,0.12070703318393661,0.055972632981138984,242.7335549114473,-379.38152664143183
Lincolnshire,2025,59.016483508756906,1174,40174.0,0.005901648350875691,26.936253632531468,0.12070703318393661,0.055972632981138984,241.63871489673932,45.29598534553486
"London, City of",2021,31.666666666666668,851,2044.0,0.003166666666666667,20.31359892299135,0.5,0.10392566243293065,3221.2936065750623,4321.77673353465
"London, City of",2022,31.666666666666668,958,2329.0,0.003166666666666667,20.31359892299135,0.5,0.10392566243293065,3001.188196835893,4052.191234762255
"London, City of",2023,31.666666666666668,987,2007.0,0.003166666666666667,20.31359892299135,0.5,0.10392566243293065,2878.325093011862,3939.774921071995
"London, City of",2024,31.666666666666668,989,2135.0,0.003166666666666667,20.31359892299135,0.5,0.10392566243293065,2869.110802369524,3914.136176479052
"London, City of",2025,31.666666666666668,999,1742.0,0.003166666666666667,20.31359892299135,0.5,0.10392566243293065,2977.58947294512,4063.791615226719
Merseyside,2021,67.11468913562608,3962,97135.0,0.006711468913562608,10.661573302897082,0.17386698354131283,0.11586479764575924,390.2996326375432,-1383.080925460764
Merseyside,2022,67.11468913562608,4062,90606.0,0.006711468913562608,10.661573302897082,0.17386698354131283,0.11586479764575924,328.97743056956944,-121.10743691486277
Merseyside,2023,67.11468913562608,4152,81775.0,0.006711468913562608,10.661573302897082,0.17386698354131283,0.11586479764575924,300.3863410375043,721.2295161731295
Merseyside,2024,67.11468913562608,4154,75423.0,0.006711468913562608,10.661573302897082,0.17386698354131283,0.11586479764575924,305.31326772183644,25.38000789839566
Merseyside,2025,67.11468913562608,4172,74844.0,0.006711468913562608,10.661573302897082,0.17386698354131283,0.11586479764575924,305.7921410986242,-792.4101686286067
